Schulart;Ort;Name;Schulnummer;Strasse;PLZ;Telefon;URL
GS;Koblenz;"GS Koblenz-Oberdorf";14729;"Raiffeisenstr. 6";56072;(0261)22540;http://www.gs-metternich-oberdorf.de
GS;Koblenz;"GS Koblenz-Pfaffendorf";14762;"Emser Str. 125";56076;(0261)73814;http://grundschule-pfaffendorf.bildung-rp.de
GS;Koblenz;"GS Koblenz-Pfaffendorfer Höhe";14776;"K.-Friedrich-Goerdeler-Str. 8";56076;(0261)75227;bngs.bildung-rp.de
GS;Koblenz;"GS Koblenz-Rohrerhof";16821;"Trierer Str. 130";56072;(0261)22567;http://www.gs-rohrerhof.ko.rp.schule.de/
GS;Koblenz;"GS Koblenz-Rübenach";22392;"Am Mühlenteich 15";56072;(0261)24329;http://www.gsruebenach.bildung.koblenz.de
GS;Koblenz;"GS Koblenz-Schenkendorf";26180;"Schenkendorfstr. 15";56068;(0261)31218;http://www.schenkendorfschule.de
GS;Koblenz;"GS Koblenz-Wallersheim";14789;"Kammertsweg 27";56070;(0261)82285;http://www.gs-wallersheim.de
GY;Koblenz;"GY Koblenz auf dem Asterstein";50644;"Lehrhohl 50";56077;(0261)92153720;http://www.gymnasium-asterstein.de
GY;Koblenz;"GY Koblenz auf der Karthause";50627;"Zwickauer Str. 22";56075;(0261)953160;http://gymnasium-karthause.de
GY;Koblenz;"GY Koblenz Cusanus";50027;"Hohenzollernstr. 13-17";56068;(0261)915920;http://www.cusanus-gymnasium.de
GY;Koblenz;"GY Koblenz Eichendorff";50387;"Friedrich-Ebert-Ring 26-30";56068;(0261)915940;http://www.eichendorff-koblenz.de
GY;Koblenz;"GY Koblenz Görres";50477;"Gymnasialstr. 3";56068;(0261)12749;http://www.goerres-koblenz.de
GY;Koblenz;"GY Koblenz Hilda";50717;"Kurfürstenstr. 40-42";56068;(0261)29670260;http://www.hilda-gymnasium.de
GY;Koblenz;"GY Koblenz Max-von-Laue";50883;"Südallee 1-9";56068;(0261)91483-0;http://www.mvlg.de
IGS;Koblenz;"IGS Koblenz";70138;"Johannesstr. 58-60";56070;"0261 - 98 33 63 - 0";http://igs-koblenz.net
KOLL/AGY;Koblenz;"Koll/AGY Koblenz";59013;"Kurfürstenstr. 41";56068;(0261)32125;http://www.koblenz-kolleg.de
RS;Koblenz;"RS Koblenz Bischöfl.";40041;"Thielenstr. 3";56073;(0261)57925180;brs-koblenz.com
RS+;Koblenz;"RS+ Koblenz Auf der Karthause";40895;Schulzentrum;56075;(0261)952610;http://www.rsk.de.vu
RS+;Koblenz;"RS+ Koblenz Clemens-Brentano";40217;"Weißer Gasse 6";56068;(0261)31336;http://www.cborsplus.de
RS+;Koblenz;"RS+ Koblenz Goethe";42234;"Brenderweg 123";56070;"(0261) 869615";http://www.rsgoethe.bildung.koblenz.de
RS+;Koblenz;"RS+ Koblenz Schweitzer";41239;"Lehrhohl 46";56077;(0261)8896590;http://www.rsplus-koblenz.de
FOES;Koblenz;"SFG Koblenz";30409;"Lehrhohl 44";56077;(0261)79851;
FOES;Koblenz;"SFL Koblenz II";30593;"Brenderweg 23";56070;"(0261) 96 35 810";http://zulliger-schule-koblenz.bildung-rp.de
FOES;Koblenz;"SFLE Koblenz I";31300;"Kastorpfaffenstr. 9-11";56068;(0261)34160;http://www.diesterweg-schule.de
STUDSEM;Koblenz;"StudSem GY Koblenz";90203;"Emil-Schüller-Str. 12";56068;(0261)56737;
STUDSEM;Koblenz;"StudSem RS+ Koblenz";90102;"Carlo-Mierendorff-Str. 2";56076;(0261)974220;
GS;Konken;"GS Konken";14792;"Schulstr. 4";66871;(06384)222;
GS;Konz;"GS Konz St. Johann";17362;"Albanstr. 8 b";54329;(06501)3533;http://gs-st-johann.bildung-rp.de
GS;Konz;"GS Konz St. Nikolaus";11709;Schlesierstr.;54329;(06501)5744;
GS;Konz;"GS Konz-Oberemmel";14819;"Kirchstr. 39";54329;(06501)15303;
GY;Konz;"GY Konz";50660;Hermann-Reinholz-Str.;54329;(06501)947030;http://www.gymnasium-konz.de
RS+FOS;Konz;"RS+FOS Konz";40157;Hermann-Reinholz-Str.;54329;(06501)947011;http://www.rsplus-konz.de
GS;Kordel;"GS Kordel";26074;Friedhofstr.;54306;(06505)450;http://www.gskordel.de
GS;Körperich;"GS Körperich";17346;"Gaytalstr. 43";54675;(06566)961300;
GS;Kottenheim;"GS Kottenheim";26330;"Schulstr. 17";56736;(02651)700590;
GS;Kriegsfeld;"GS Kriegsfeld";14849;"Hinter Kirch 8";67819;(06358)450;
GS;Kroppach;"GS Kroppach";14866;"An der Schule 5";57612;(02688)561;www.grundschule-kroppach.de
GS;Kröv;"GS Kröv";25365;"Schulweg 1";54536;(06541)6884;http://www.grundschule-kroev.de
GS;Kruft;"GS Kruft";22449;"Bundesstr. 34";56642;(02652)6778;
GS;Kuhardt;"GS Kuhardt";25725;"Schulstr. 7";76773;(07272)2717;http://www.grundschule-kuhardt.de
BBS;Kusel;"BBS Kusel";60329;"Auf dem Roßberg";66869;(06381)9242-0;http://www.bbs-kusel.de
GS;Kusel;"GS Kusel";14896;"Luitpoldstr. 14";66869;"(06381) 7660";http://www.grundschule-kusel.de
GY;Kusel;"GY Kusel";50540;"Walkmühlstr. 9";66869;(06381)92300;http://www.gymnasium-kusel.de
RS+;Kusel;"RS+ Kusel";40775;"Am Roßberg 1";66869;(06381)9969970;http://Realschuleplus-Kusel.de
FOES;Kusel;"SFG Kusel";30532;"Hollerstr. 4";66869;(06381)42864200;www.paulmoor-kusel.de
FOES;Kusel;"SFLS Kusel";31090;"Hollerstr. 2";66869;(06381)42864-100;http://jakob-muth-schule.bildung-rp.de/
STUDSEM;Kusel;"StudSem GS Kusel";90008;"Fritz-Wunderlich-Straße 51b";66869;(06381)3336;
GS;Kyllburg;"GS Kyllburg";26493;"Bademerstr. 76";54655;(06563)96750;www.grundschule-kyllburg.de
BBS;Lahnstein;"BBS Lahnstein";60149;"Schulstr. 2-4";56112;(02621)94230;http://www.bbs-lahnstein.de
GS;Lahnstein;"GS Lahnstein Friedrichssegen";14926;"Erzbachstr. 42";56112;(02621)3102;
GS;Lahnstein;"GS Lahnstein Goethe";14913;"Stauffenbergstr. 13";56112;(02621)9173-0;
GS;Lahnstein;"GS Lahnstein Schiller";21085;"Schillerstr. 1";56112;(02621)9680-0;
GY;Lahnstein;"GY Lahnstein Marion-Dönhoff";50897;Oberheckerweg;56112;"02621 - 94270";http://www.mdg-lahnstein.de
GY;Lahnstein;"GY Lahnstein St. Johannes";50147;"Johannesstr. 38";56112;(02621)96970;http://www.johannes-gymnasium.de
RS+;Lahnstein;"RS+ Lahnstein";40488;"Oberheckerweg 4";56112;(02621)942730;http://Rs-Lahnstein-de
FOES;Lahnstein;"SFL Lahnstein";30858;"Gymnasialstr. 8";56112;(02621)92170;http://www.freiherr-vom-stein-schule-lahnstein.de
GS;Lambrecht;"GS Lambrecht";19674;"Schulstr. 7";67466;(06325)8227;http://www.grundschule-lambrecht.de
RS+;Lambrecht;"RS+ Lambrecht";42037;"Wiesenstr. 17";67466;(06325)7111;http://rsplus-lambrecht.de
GS;Lambsheim;"GS Lambsheim";10645;"Neustadter Str. 23";67245;(06233)346890;www.karlwendelschule.de
BBS;Landau;"BBS Landau";60239;"August-Croissant-Str. 27";76829;(06341)96710;http://www.bbs-landau.de
BBS;Landau;"BBS Landau Bethesda";60569;"Bodelschwinghstr. 27";76829;(06341)282-280;http://www.diakonissen.de/aus-und-fortbildung/fachschule-fuer-altenpflege.html
BBS;Landau;"BBS Landau Dr. Künkele";62135;"Königsstr. 18";76829;(06341)92480;http://www.ntk-landau.de
BBS;Landau;"BBS Landau Jw St. Josef";60436;"Queichheimer Hauptstr. 231";76829;(06341)9841400;http://www.jugendwerk-st-josef.de
GS;Landau;"GS Landau Horstring";14042;"Helmbachstr. 100";76829;(06341)50514;http://www.horstringschule.de
GS;Landau;"GS Landau Montessori";27904;"Dörrenbergstr. 1";76829;(06341)945481;http://www.montessori-landau.de
GS;Landau;"GS Landau Pestalozzi";25652;"Langstr. 9a";76829;(06341)134462;http://www.pestalozzischule-landau.de
GS;Landau;"GS Landau Süd";26900;"Raimund-Huber-Str. 14";76829;(06341)134482;http://gs-sued-ld.bildung-rp.de
GS;Landau;"GS Landau Thomas-Nast";14038;"Albrecht-Dürer-Str. 3";76829;(06341)134492;http://thomas-nast-grundschule.de
GS;Landau;"GS Landau Wollmesheimer-Höhe";18533;"Barbarossastr. 4";76829;(06341)30723;http://www.wohoe-landau.de
GS;Landau;"GS Landau-Arzheim";14942;"Arzheimer Hauptstr. 84";76829;(06341)31280;
GS;Landau;"GS Landau-Dammheim";14956;"Bornheimer Str. 22";76829;(06341)51436;http://www.grundschule-dammheim.de
GS;Landau;"GS Landau-Godramstein";14969;"Godramsteiner Hauptstr. 94";76829;(06341)13-4430;
GS;Landau;"GS Landau-Nussdorf";14999;"Kirchstr. 34";76829;(06341)134450;
GS;Landau;"GS Landau-Queichheim";15004;"Queichheimer Hauptstr. 84";76829;(06341)50515;http://michael-ende-grundschule-queichheim.de
GY;Landau;"GY Landau Eduard-Spranger";50374;"Schneiderstr. 71";76829;(06341)98700;http://www.esg-landau.de
GY;Landau;"GY Landau Maria-Ward";50150;"Cornichonstr. 1";76829;"(06341)9230 - 0";http://www.mws-landau.de
GY;Landau;"GY Landau Max-Slevogt";50973;"Hindenburgstr. 2";76829;(06341)92310;http://www.msg-landau.de
GY;Landau;"GY Landau Otto-Hahn";51184;"Westring 11";76829;(06341)134800;http://ohg-landau.de
IGS;Landau;"IGS Landau Montessori";70245;"Dörrenbergstr. 1";76829;(06341)945481;http://www.montessori-landau.de
IGS;Landau;"IGS Landau Schulzentrum Ost";70378;"Schneiderstr. 69";76829;(06341)134550;http://www.igs-landau.de
RS;Landau;"RS Landau Maria Ward";40054;"Cornichonstr. 1";76829;(06341)92300;http://www.mws-landau.de
RS+;Landau;"RS+ Landau Schulzentrum Ost";41856;"Schneiderstr. 69";76829;(06341)134550;http://www.dos-landau.bildung-rp.de/
RS+FOS;Landau;"RS+FOS Landau Konrad-Adenauer";40655;"Fortstr. 2";76829;(06341)92760;http://www.kars-landau.de
FOES;Landau;"SFE Landau";30095;"Queichheimer Hauptstr. 231";76829;(06341)9841300;http://www.jugendwerk-landau.de
FOES;Landau;"SFG Landau";31807;"Münchener Str. 11";76829;(06341)50324;http://www.paulmoor-schule.de
FOES;Landau;"SFL Landau";30953;"Nordring 4";76829;(06341)83102;http://www.nordringschule.de
FOES;Landau;"SFM Landau";30562;"Queichheimer Hauptstr. 235";76829;(06341)599441;http://förderschule-landau.de
STUDSEM;Landau;"StudSem GY Landau";90600;"Nordring 23";76829;(06341)935966;http://www.landauseminar.de
GS;Landkern;"GS Landkern";15017;"Hauptstr. 25";56814;(02653)6919;http://schulverband-landkern.bildung-rp.de
GS;Landscheid;"GS Landscheid";15020;"Schulstr. 11";54526;(06575)4453;
BBS;Landstuhl;"BBS Landstuhl";60422;"Vordere Fröhnstr. 6";66849;(06371)617130;http://bbs-landstuhl.de/
BBS;Landstuhl;"BBS Landstuhl Haus Nazareth";62028;"Luitpoldstr. 15";66849;(06371)932160;http://www.hausnazareth-schule.com
BBS;Landstuhl;"BBS Landstuhl Nikolaus-von-Weis";60616;"Luitpoldstr. 28";66849;(06371)62666;http://www.nvw-landstuhl.de
GS;Landstuhl;"GS Landstuhl In der Au";15033;"Römerstr. 88";66849;(06371)2622;
GS;Landstuhl;"GS Landstuhl Theodor-Heuss";17689;"Königsberger Str. 9";66849;(06371)3259;www.theheula.de
GY;Landstuhl;"GY Landstuhl";51124;"Philipp-Fauth-Str. 3";66849;(06371)92220;http://www.sickingengymnasium.de
IGS;Landstuhl;"IGS Landstuhl";70305;"Konrad-Adenauer-Str. 10";66849;(06371)3533;http://www.igs-landstuhl.de
RS;Landstuhl;"RS Landstuhl St. Katharina";40037;"Luitpoldstr. 28";66849;(06371)499098;http://www.st-katharina-rs.de
FOES;Landstuhl;"SFL Landstuhl";31087;"Neugasse 2";66849;(06371)618160;http://jakob-weber-schule.bildung-rp.de/
FOES;Landstuhl;"SFMG Landstuhl";30575;"Langwiedener Straße 12";66849;(06371)934263;http://www.reha-westpfalz.de/rw/397.html
GS;Langenfeld;"GS Langenfeld";15047;"Adenaustr. 16";56729;(02655)2810;
GS;Langenhahn;"GS Langenhahn";26210;"Kapellenweg 10";56459;(02663)6005;
GS;Langenlonsheim;"GS Langenlonsheim";15050;"Schützenstr. 3";55450;(06704)961619;
RS+;Langenlonsheim;"RS+ Langenlonsheim";41423;"Heddesheimer Str.";55450;(06704)933910;http://www.realschule-plus-langenlonsheim.com
GS;Langsur;"GS Langsur";15063;"Wasserbilliger Str. 25";54308;(06501)14405;http://www.gs-langsur.de
GS;Laubach;"GS Laubach-Masburg";15380;"Bergstraße 2a";56759;(02653)1323;http://schieferland-gs.de
GS;Laufeld;"GS Laufeld";15093;"Bahnhofstr. 14";54533;(06572)4033;http://grundschulelaufeld.de
GS;Laumersheim;"GS Laumersheim";15110;"Schulstr. 6";67229;(06238)2163;
GS;Lauterecken;"GS Lauterecken";15123;"Schulstr. 14";67742;(06382)8309;
GY;Lauterecken;"GY Lauterecken";51138;"Amselstr. 22";67742;(06382)92300;http://www.veldenz-gym-lauterecken.bildung-rp.de/
FOES;Lauterecken;"SFL Lauterecken";31720;"Schulstr. 14";67742;(06382)993689;http://www.korczak-Schule-Lauterecken.de
GS;Lehmen;"GS Lehmen";25605;"Bergstr. 19";56332;(02607)255;
GS;Leimersheim;"GS Leimersheim";25742;"Am Festplatz 4";76774;(07272)2687;http://gs-leimersheim.bildung-rp.de/
GS;Leiwen;"GS Leiwen";15137;"Schulstr. 10";54340;(06507)3763;
GS;Lemberg;"GS Lemberg";24958;"Schulstr. 5";66969;(06331)209100;
GS;Leubsdorf;"GS Leubsdorf";22495;"Auf dem Kreuzberg";53547;(02644)5742;
GS;Leutesdorf;"GS Leutesdorf";17376;"Rätsgasse 5";56599;(02631)71396;
GS;Lieg;"GS Lieg";22509;"Schulstr. 9";56290;(02672)1830;
GS;Lieser;"GS Lieser";15140;"Beethovenstr. 5";54470;(06531)8766;http://gs-lieser.bildung-rp.de/
GS;Limburgerhof;"GS Limburgerhof Carl-Bosch";25678;"Carl Bosch Str. 9";67117;(06236)465536;http://www.carl-bosch-schule.de
GS;Limburgerhof;"GS Limburgerhof Domholz";10268;"Hermann-Löns-Weg 21";67117;(06236)465552;http://www.domholzschule.de
RS+;Limburgerhof;"RS+ Limburgerhof";40818;"Neuhofener Str. 81d";67117;"06236 479440";http://www.rsplus-limburgerhof.de
GS;Linden;"GS Linden";15167;"Schulstr. 4";66851;(06307)1686;
GS;Lindenberg;"GS Lindenberg";15170;"Hauptstr. 49";67473;(06325)7672;http://www.lambrecht-pfalz.com/solar
GS;Lingenfeld;"GS Lingenfeld";27138;"Humboldtstr. 5";67360;(06344)969670;www.gs-lingenfeld.de
RS+;Lingenfeld;"RS+ Lingenfeld/Lustadt";42040;"Schillerstr. 10-12";67360;(06344)969640;http://www.rsplus-lingenfeld.de
BBS;Linz;"BBS Linz";60092;"Am Gestade 9";53545;(02644)95280;http://www.bbs-linz.de
GS;Linz;"GS Linz";10091;Schulstr.;53545;(02644)96000;http://www.grundschule-linz.de
GY;Linz;"GY Linz";50853;Martinusstr.;53545;(02644)95130;http://www.martinus-gymnasium.de
RS+FOS;Linz;"RS+FOS Linz";41243;"Im Rosengarten";53545;(02644)97081-0;http://www.rks-linz.de
GS;Lissendorf;"GS Lissendorf";15197;"Schulstr. 1";54587;(06597)2388;
GS;Löf;"GS Löf";15200;Bahnhofstr.;56332;(02605)4675;
GS;Longkamp;"GS Longkamp";15227;"Schulstr. 12";54472;(06531)4839;http://gslongkamp.bildung-rp.de/
GS;Longuich;"GS Longuich";15230;"Maximinstr. 2";54340;(06502)8576;
GS;Lonnig;"GS Lonnig";17239;"Hinter der Ley 1";56295;(02625)6639;http://www.grundschule-lonnig.de
GS;Lörzweiler;"GS Lörzweiler";26103;"Schloßstr. 13 A";55296;(06138)980800;http://www.gs-loerzweiler.de
BBS;Ludwigshafen;"BBS Ludwigshafen Caritas";62361;"Frankenthaler Str. 229";67059;(0621)683038;http://www.altenpflegeschule-ludwigshafen.de
BBS;Ludwigshafen;"BBS Ludwigshafen Dr. Stracke";62255;"Kaiser-Wilhelm-Str. 34";67059;(0621)512491;http://www.phs-lu.de
BBS;Ludwigshafen;"BBS Ludwigshafen HW/SO";60809;"Pfalzgrafenstr. 1-11";67061;"(0621)504-4001 10";http://www.bbs-hs-lu.de
BBS;Ludwigshafen;"BBS Ludwigshafen Nat";60722;"Franz-Zang-Str. 3-7";67059;(0621)504/4171;http://www.n.bbslu.de/
BBS;Ludwigshafen;"BBS Ludwigshafen T1";63605;"Franz-Zang-Str. 3-7";67059;(0621)504-4101;http://t1.bbslu.de
BBS;Ludwigshafen;"BBS Ludwigshafen T2";63619;"Franz-Zang-Str. 3-7";67059;(0621)504/4142;http://www.t2.bbslu.de
BBS;Ludwigshafen;"BBS Ludwigshafen W1";63588;"Mundenheimer Str. 220";67061;(0621)504-400710;http://www.bbsw-lu.de
BBS;Ludwigshafen;"BBS Ludwigshafen W2";63592;"Bismarckstr. 39";67059;(0621)504-400910;www.bbsw2-lu.de
GRS+;Ludwigshafen;"GRS+ Ludwigshafen-Friesenheim";40175;"Leuschnerstr. 131";67063;(0621)504423720;http://www.grsplus-lu-friesenheim.de/
GS;Ludwigshafen;"GS Ludwigshafen Astrid-Lindgren";16878;"Kurt - Kreiselmaier - Platz 1";67071;(0621)504420510;
GS;Ludwigshafen;"GS Ludwigshafen Blies";11292;"Krummlachstr. 10";67059;(0621)504420710;
GS;Ludwigshafen;"GS Ludwigshafen Delp";11786;"Schilfstr. 17";67067;(0621)504420310;
GS;Ludwigshafen;"GS Ludwigshafen Goethe Nord";11365;"Goethestr. 19";67063;(0621)504421510;http://gs-goethe-nord-ludwigshafen.bildung-rp.de
GS;Ludwigshafen;"GS Ludwigshafen Gräfenau";11382;"Gräfenaustr. 32";67063;(0621)504421910;http://graefenauschule.cms4people.de
GS;Ludwigshafen;"GS Ludwigshafen Grimm";11322;"Hornstr. 1";67061;(0621)504420910;
GS;Ludwigshafen;"GS Ludwigshafen Hochfeld";13951;"Leistadter Str. 45";67067;(0621)504422110;
GS;Ludwigshafen;"GS Ludwigshafen Kästner";11575;"Bahnhofstraße 52";67059;(0621)504421110;http://erichkaestner-schule-lu.de
GS;Ludwigshafen;"GS Ludwigshafen Kreuter";11395;"Am Brückelgraben 91";67071;(0621)504422510;http://kks-lu.de
GS;Ludwigshafen;"GS Ludwigshafen Langgewann";11652;"Adolf-Kolping-Str. 30";67071;(0621)504422310;http://www.langgewannschule.de
GS;Ludwigshafen;"GS Ludwigshafen Lessing";11588;"Bürgermeister-Fries-Str. 1b";67069;(0621)504422710;
GS;Ludwigshafen;"GS Ludwigshafen Luitpold";11439;"Luitpoldstr. 37";67063;(0621)504422910;http://www.luitpoldschule.de
GS;Ludwigshafen;"GS Ludwigshafen Lukas";27048;"Bliesstr. 1";67059;0621-9534207-0;http://www.lukas-schule.com
GS;Ludwigshafen;"GS Ludwigshafen Mozart";15647;"Hilgundstr. 21";67067;(0621)504423110;http://www.mozartschule-rheingoenheim.de
GS;Ludwigshafen;"GS Ludwigshafen Mundenheim";17003;"Rheingönheimer Str. 103";67065;(0621)504-423910;
GS;Ludwigshafen;"GS Ludwigshafen Niederfeld";15946;"Niederfeldstr. 1";67065;(0621)504423310;www.gs-niederfeld.de
GS;Ludwigshafen;"GS Ludwigshafen Oggersheim";11532;"Wormser Str. 17";67071;(0621)504424110;
GS;Ludwigshafen;"GS Ludwigshafen Oppau";11469;"Kurt-Schumacher-Str. 38";67069;(0621)504421710;
GS;Ludwigshafen;"GS Ludwigshafen Pfingstweide";16371;"Budapester Str. 30-32";67069;(0621)504423510;http://www.grundschule-pfingstweide.de
GS;Ludwigshafen;"GS Ludwigshafen Reuter";13138;"Schlesierstr. 56";67065;(0621)504421310;http://ernst-reuter-grundschule.bildung-rp.de
GS;Ludwigshafen;"GS Ludwigshafen Rupprecht";11502;"Nietzschestr. 30";67063;(0621)504423710;
GS;Ludwigshafen;"GS Ludwigshafen Schweitzer";11742;"Georg-Herwegh-Str. 9-11";67061;(0621)504420110;
GS;Ludwigshafen;"GS Ludwigshafen Wittelsbach";11605;"Wittelsbachstr. 73";67061;(0621)504424510;http://www.gs-wittelsbachschule.de
GY;Ludwigshafen;"GY Ludwigshafen Carl-Bosch";50360;"Jägerstr. 9";67059;(0621)504430810;http://www.cbglu.de
GY;Ludwigshafen;"GY Ludwigshafen Geschwister-Scholl";50464;"Friedrich-Heene-Str. 11";67061;(0621)504431110;http://www.schollonline.de
GY;Ludwigshafen;"GY Ludwigshafen Heinrich-Böll";51051;"Karolina-Burger-Str. 42";67065;(0621)504425730;http://www.heinrich-boell-gymnasium.de
GY;Ludwigshafen;"GY Ludwigshafen Max-Planck";50870;"Leuschner Str. 121";67063;(0621)504431510;http://www.mpglu.de
GY;Ludwigshafen;"GY Ludwigshafen Theodor-Heuss";51261;"Freyastr. 10";67059;(0621)504431710;http://www.thg-lu.de
GY;Ludwigshafen;"GY Ludwigshafen Wilhelm-von-Humboldt";51381;"Mühlaustr. 13";67069;(0621)504431910;http://www.whg-lu.de
IGS;Ludwigshafen;"IGS Ludwigshafen Edigheim";70395;"Mühlaustr. 51";67069;0621-504425610;http://www.igs-edigheim.de
IGS;Ludwigshafen;"IGS Ludwigshafen Ernst Bloch";70021;"Hermann-Hesse-Str. 11";67071;(0621)504432110;http://www.igs-ernstbloch.de
IGS;Ludwigshafen;"IGS Ludwigshafen Gartenstadt";70168;"Abteistr. 18";67067;0621/504425110;http://www.igsluga.de
RS+;Ludwigshafen;"RS+ Ludwigshafen Anne-Frank";40127;"Bruchwiesenstr. 310";67059;(0621)504430110;http://www.AnneFrankRealschule.de
RS+;Ludwigshafen;"RS+ Ludwigshafen Diesterweg";42266;"Adolf-Diesterweg-Str. 65";67071;(0621)504424710;http://www.rsplus-diesterweg-lu.de
RS+;Ludwigshafen;"RS+ Ludwigshafen Ebertpark";42473;"Virchowstr. 1";67063;"0621 504 42 54 10";http://www.rsplus-am-ebertpark.de
RS+;Ludwigshafen;"RS+ Ludwigshafen Karolina-Burger";40941;"Karolina-Burger-Str. 38";67065;(0621)504425720;http://www.kbrsplus.de
RS+;Ludwigshafen;"RS+ Ludwigshafen Reuter";42277;"Schlesier Str. 56";67065;(0621)504421320;http://www.ernstreuterschulelu.de
FOES;Ludwigshafen;"SFG Ludwigshafen";30052;"Rheinhorststr. 34/36";67071;(0621)504401210;http://www.georgens-schule.de
FOES;Ludwigshafen;"SFL Ludwigshafen Blies";31583;"Krummlachstr. 10";67059;(0621)504420720;http://bliesschule.bildung-rp.de
FOES;Ludwigshafen;"SFL Ludwigshafen Schiller";31540;"Rheingönheimer Str. 103";67065;(0621)504423920;http://www.schillerschule.com/
FOES;Ludwigshafen;"SFL Ludwigshafen Schloss";31554;"Schnabelbrunnengasse 41";67071;(0621)504401710;http://www.schloss-schule-lu.bildung-rp.de
FOES;Ludwigshafen;"SFM Ludwigshafen";31793;"Karl-Lochner-Str. 8";67071;(0621)67005171;http://sfm-ludwigshafen.bildung-rp.de
GS;Lustadt;"GS Lustadt";26300;"Schulstr. 7";67363;(06347)973040;
GS;Lutzerath;"GS Lutzerath";22556;"Schulstr. 2";56826;(02677)422;http://www.grundschule-Lutzerath.de
GS;Lützkampen;"GS Lützkampen";17449;"Grenzstr. 11";54617;(06559)636;
GS;Mackenbach;"GS Mackenbach";22569;"Marktstr. 16";67686;(06374)6617;http://gsmackenbach.bildung-rp.de/
GS;Maikammer;"GS Maikammer";10658;"Schulstr. 3 - 5";67487;(06321)952749;
RS+;Maikammer;"RS+ Maikammer-Hambach";42054;"An der Steinmühle 14";67487;"06321/ 963965-0";http://www.rsp-maikammer-hambach.de
BBS;Mainz;"BBS Mainz El-v-Thüringen";62091;"Rektor-Plum-Weg 14";55122;(06131)671137;
BBS;Mainz;"BBS Mainz I";60675;"Am Judensand 12";55122;"06131 90 60 3-0";http://www.bbs1-mainz.de
BBS;Mainz;"BBS Mainz II";60782;"Feldbergplatz 4";55118;(06131)62778-0;http://www.bbs2-mainz.de
BBS;Mainz;"BBS Mainz III";60945;"Am Judensand 8";55122;"(06131) 906070";http://www.bbs3-mz.de
BBS;Mainz;"BBS Mainz IV";62811;"Hechtsheimer Str. 31";55131;(06131)953030;http://www.gsw-mainz.de
BBS;Mainz;"BBS Mainz Maria Ward";60389;"Ballplatz 1-3";55116;(06131)260122;http://www.mws-mainz.de
BBS;Mainz;"BBS Mainz St. Bilhildis";62315;"Josefsstr. 51";55118;(06131)977850;http://www.schervier-altenhilfe.de
BBS;Mainz;"BBS Mainz Steinhöfel";63052;"Rheinallee 3";55116;(06131)9120-0;http://www.steinhoefelschule.de
BBS;Mainz;"BBS Mainz W-E-v-Ketteler";62884;"Stefanstr. 2-4";55116;(06131)281551;http://www.kath.de/bistum/mainz/schulen/kettele
FWS;Mainz;"FWS Mainz";79005;"Merkurweg 2";55126;(06131)472077;
GRS+;Mainz;"GRS+ Mainz Martinus";42397;"Weissliliengasse 11";55116;(06131)229153;http://www.martinus-schule-mainz.de
GS;Mainz;"GS Mainz Berliner";12267;"Berliner Str. 53";55131;(06131)952300;
GS;Mainz;"GS Mainz Bretzenheim-Süd";26823;"Küferweg 53";55128;(06131)363828;http://www.eks-mainz.de
GS;Mainz;"GS Mainz Dr. M. L. King";18726;"John-F.-Kennedy-Str. 7";55122;(06131)373181;http://www.gs-dr-martin-luther-king.de
GS;Mainz;"GS Mainz Eisgrub";15257;"Eisgrubweg 1";55116;(06131)221235;
GS;Mainz;"GS Mainz Feldberg";11335;"Feldbergplatz 4";55118;(06131)679901;
GS;Mainz;"GS Mainz Goethe";11379;"Scheffelstr. 2";55118;"(06131) 61 20 26";http://goethe-grundschule-mainz.de
GS;Mainz;"GS Mainz Leibniz";18730;"Leibniz-Str. 13";55118;(06131)961644;http://www.leibnizschule-mainz.de
GS;Mainz;"GS Mainz Ludwig-Schwamb";10794;"An der Philippschanze 3";55131;(06131)574862;http://www.ludwig-schwamb-schule-mainz.de
GS;Mainz;"GS Mainz Maler-Becker";11442;"Schulstr. 7";55124;(06131)41720;http://www.maler-becker-schule
GS;Mainz;"GS Mainz Martinus";20723;"Breite Str. 2";55124;(06131)41830;http://www.martinusschulegonsenheim.de
GS;Mainz;"GS Mainz Münchfeld";11619;"Watfordstr. 30";55122;(06131)324723;http://www.muenchfeldschule.de
GS;Mainz;"GS Mainz Pestalozzi";11472;"Pestalozziplatz 6";55120;(06131)683410;http://www.pestalozzigrundschule-mainz.de
GS;Mainz;"GS Mainz Theodor-Heuss";10991;Mainz-Hechtsheim;55129;(06131)592056;http://www.ths-mainz.de
GS;Mainz;"GS Mainz-Bretzenheim Mumbächer";15260;"Essenheimer Str. 40";55128;(06131)361074;http://hms.bildung-rp.de/
GS;Mainz;"GS Mainz-Drais";15273;"Daniel-Brendel-Str. 11";55127;(06131)477553;http://marc-chagall-schule.de
GS;Mainz;"GS Mainz-Ebersheim";15287;"Feldgartenstr. 3";55129;(06136)43030;http://www.grundschule-ebersheim.de
GS;Mainz;"GS Mainz-Finthen";26930;"Layenhofstr. 26";55126;06131-475764;
GS;Mainz;"GS Mainz-Gonsenheim";19721;"Gleisbergweg 50";55122;(06131)690600;http://www.gleisbergschule.de
GS;Mainz;"GS Mainz-Laubenheim";15290;"Longchamp Platz 2";55130;(06131)87483;
GS;Mainz;"GS Mainz-Lerchenberg";10148;"Hindemithstr. 1";55127;(06131)364660;
